Titles,VideoIDs,ChannelIDs,Views,Subs_count
# 주르르 노래🎧,0qfXPIBFyHA,UCTifMx1ONpElK5x6B4ng8eg,929,258000
"[2023.06.09 / 반말데이, 신비한 동물 퍼즐 팬게임] - 주르르 다시보기",kpXY_jdZcho,UCo28fS0LmlcyPcKItrZMPiQ,9336,31700
기분이 좋은 르르땅은 풍유환을 샀다!,9a-K7CVyhFo,UCgGvSg2lscdNUx9ZJIBh9FQ,15215,58200
킹받는 모기챤 (주르르 반응),u3CnwLuBVCM,UCgGvSg2lscdNUx9ZJIBh9FQ,36128,58200
"[ 2023.06.19 / 근거없는 유사과학 이상형 월드컵, 온리업 (음성도네)] - 주르르 다시보기",mwIdYXq8Uic,UCo28fS0LmlcyPcKItrZMPiQ,8944,31700
[2023.08.18 / 이세계 아이돌 3집 : KIDDING 공개] - 주르르 다시보기,FD5APOxuOzo,UCo28fS0LmlcyPcKItrZMPiQ,7743,31700
친구야 왜 혼자 먹어?ㅎ,p89bAbiGFEQ,UCTifMx1ONpElK5x6B4ng8eg,157322,258000
새로 만난 유니콘 친구가 너무 맵다...,iN1FtgC1S00,UCTifMx1ONpElK5x6B4ng8eg,459926,258000
주르르 노래 플레이리스트(이세계 아이돌 - JURURU),0qfXPIBFyHA,UCt9tO08tydJcNlESt-Ivt_Q,929,71
감블러,0qfXPIBFyHA,UCgmQJAJuiddthVUfJmWxltA,929,129000
하늘에서 지켜볼게,dYU5b1imWzc,UCgmQJAJuiddthVUfJmWxltA,41880,129000
흐흐흐 망개야,cG4R3T37vbM,UCgmQJAJuiddthVUfJmWxltA,44292,129000
슈우웅,LuIySl2UsEk,UCgmQJAJuiddthVUfJmWxltA,44485,129000
감블러 다시보기,0qfXPIBFyHA,UCtJxwAr4vDoNjhsf6lSCuLw,929,11000
결국 되기로 했습니다,hqRKApFKsZs,UCgmQJAJuiddthVUfJmWxltA,49252,129000
아이돌,E_Pr8eQvswo,UCgmQJAJuiddthVUfJmWxltA,119204,129000
감블러툰,0qfXPIBFyHA,UCgmQJAJuiddthVUfJmWxltA,929,129000
제발요,9h2qYLLEQUA,UCgmQJAJuiddthVUfJmWxltA,78025,129000
뿔을 달여서 먹을 때가 됐나..,311o1ypTqKw,UCgmQJAJuiddthVUfJmWxltA,92020,129000
아르르르,lfY1xOFNIuY,UCgmQJAJuiddthVUfJmWxltA,58069,129000
둘이 같이 있어?,7ALXEXhBZ4M,UCgmQJAJuiddthVUfJmWxltA,90807,129000
붕어맨과 개소녀,cu0YkU6EgYo,UCgmQJAJuiddthVUfJmWxltA,59119,129000
끼아아악 감블러!! 제발 천천히 가!!!! ㅠㅠㅠㅠ,DZF3gZtt9sw,UC5rZJy3Neujs6jQPtZdFZlQ,8546,24100
축하드려요~,ZYneUoSFKrA,UCgmQJAJuiddthVUfJmWxltA,91313,129000
【 탬탬버린 】 - 감블러님 1:1 식사데이트 시켜드릴게요!!,Uc8pfFOJYRg,UCCA8UWUW80iHqK9ymdjRwPg,303955,491000
상황극,8E-ClpTOP3U,UCgmQJAJuiddthVUfJmWxltA,88868,129000
[발로란트] 9분동안 감블러의 에임 보기ㅣ발로란트 매드무비,suuWE2Q8I6c,UCohWQ9c_9kDQi5fqDDciteg,20278,30600
결혼 @애니메이션,RQchyGyoG5k,UCgmQJAJuiddthVUfJmWxltA,1475865,129000
슈퍼스타의 조짐이 보이는 감블러 ▶ 자낳대 EP.２화,3Iyv895RFZI,UCZ6IM7_T-bCmr_7DgAKjYxg,60034,222000
으어아,t6NK4-8pQyU,UCgmQJAJuiddthVUfJmWxltA,178754,129000
그게 아니고!!,-WD2tsNxWes,UCgmQJAJuiddthVUfJmWxltA,59380,129000
나는 벌꿀오소리,5gWQ2PBCBrU,UCgmQJAJuiddthVUfJmWxltA,56928,129000
캬 탬황,kOVC_QCJtic,UCgmQJAJuiddthVUfJmWxltA,105759,129000
에필로그  - 감블러 ai cover,5XUdoHFb4mU,UCqBaMiGxCddQxf7AQRFSHwQ,7150,6
마법소녀가 되어버린 감블러ㅋㅋㅋㅋㅋ,otlchU1TSbE,UC5rZJy3Neujs6jQPtZdFZlQ,6638,24100
2차 백신 @애니메이션,XRtprEXwuVM,UCgmQJAJuiddthVUfJmWxltA,996213,129000
당했다!,nlszf8SXZw8,UCgmQJAJuiddthVUfJmWxltA,97445,129000
&#39;5만명&#39; 앞에서 큰 결심을 다짐한 감블러,Fx8HBSdT4X4,UCJGww2K__Q3y-MtDi0XWH2w,130293,269000
소녀 웃음 @애니메이션,9JCFWAkiGeA,UCgmQJAJuiddthVUfJmWxltA,587309,129000
츄,yzrEIYTZJis,UCgmQJAJuiddthVUfJmWxltA,116845,129000
그녀들을 웃기는 방법 @애니메이션,CE68l6Gigh0,UCgmQJAJuiddthVUfJmWxltA,466058,129000
ㅋㅋ나잖아,ggXRaFfYtlE,UCgmQJAJuiddthVUfJmWxltA,65168,129000
"[2023/08/01 이터널리턴 (ETERNAL RETURN) - 감블러, 김뿡]-이춘향 다시보기",hrJ47s2eG8Y,UCt6yxtrzWq7m8fgA0-rqbdg,4840,55200
23.08.12 발로란트 내전,YCE_dUggIxg,UCtJxwAr4vDoNjhsf6lSCuLw,3736,11000
23.07.09 노래방 + 싱크룸 / 김뿡 금사향,dUCAmkMlJLA,UCtJxwAr4vDoNjhsf6lSCuLw,51743,11000
감블러 그는 신인가,dyT2bmZhPEo,UCk7zPbUEzyUmVfz_gJEHymg,7952,61200
내려갑니다,5YdRe50QvIA,UCgmQJAJuiddthVUfJmWxltA,71457,129000
23.07.30 이터널 리턴 24인 내전,NZW7BFxV4gI,UCtJxwAr4vDoNjhsf6lSCuLw,3147,11000
감블러 클래식 제 1악장,dwad0-MZSzg,UCgmQJAJuiddthVUfJmWxltA,206554,129000
감블러,0qfXPIBFyHA,UCN4Pd-kfnoo-GL1xsZ6tE4w,929,0
23.07.29 슈퍼 마리오 메이커2 켠챔스,Mknieb7QN3E,UCtJxwAr4vDoNjhsf6lSCuLw,2332,11000
에잉.... 쯧...,DBS4t0eAqYU,UCgmQJAJuiddthVUfJmWxltA,217205,129000
"놀라울 만큼,",5Mrppy4q9GU,UCgmQJAJuiddthVUfJmWxltA,129009,129000
23.07.22 구스 구스 덕,CVD47QaCbYg,UCtJxwAr4vDoNjhsf6lSCuLw,4551,11000
행복했던 일주일의 시작 [1화],8zlofErECxI,UCgmQJAJuiddthVUfJmWxltA,67611,129000
FPs 마지막 화 [4화],hOXMGuk7AMo,UCgmQJAJuiddthVUfJmWxltA,49393,129000
2023 롤낳대 따봉디제도 연습 과정,zfYl0H3knw0,UCgmQJAJuiddthVUfJmWxltA,55545,129000
[ 2023. 08. 16 발로란트 w. 강지 감블러 실프 피닉스박 ],uRPufPa6cx4,UCa4GCwCq8MFAVz7IcHGE3ug,4262,9070
춘펀치 @애니메이션,fUdEqgGW7y8,UCgmQJAJuiddthVUfJmWxltA,278501,129000
아이네 INE,0qfXPIBFyHA,UCroM00J2ahCN6k-0-oAiDxg,929,324000
하..하쥐마... - 마니또 이세돌 합방,wRG0ljKFXr4,UCroM00J2ahCN6k-0-oAiDxg,212222,324000
아이네 다시보기,0qfXPIBFyHA,UCBF6nBTgFN_xzrLMF9eiRhw,929,64300
아이네! 릴파! 뢴트게늄! 해루석이 팀이다! - 브축대(VR 축구 대회),kLgbcUN-8TA,UCroM00J2ahCN6k-0-oAiDxg,120140,324000
여름캠프라고 속이고 공포게임 시켜버리기 1팀 - [아이네&amp;주르르],c3tZMfdpXqw,UCzh4yY8rl38knH33XpNqXbQ,190672,573000
"20230824 고놀 감상, 아이봤 - 아이네 다시보기",01exlEjftgg,UCBF6nBTgFN_xzrLMF9eiRhw,29769,64300
근데 먹을거양,Y4NWe81geeI,UCroM00J2ahCN6k-0-oAiDxg,253246,324000
20230817 이세돌 합방 여름캠프(담력시험) - 아이네 다시보기,id2dFePaTlY,UCBF6nBTgFN_xzrLMF9eiRhw,166361,64300
2023. 8. 27. 망우 중앙 교회 금요 찬양집회 및 기도회  Live,gLFwu_zGlh8,UCJyV0wq9Ksrl8iMSPix4hVw,63,123
평행세계 이세돌 2화 (아이네 더빙),FyfPGl89Lq8,UCmHltryGykfakS-JmaxrNBg,105824,94500
아이네 화장실 만화,_8yYzvjBDgo,UCroM00J2ahCN6k-0-oAiDxg,592434,324000
아이네 불나는 만화,eWa-zpkUQSs,UCroM00J2ahCN6k-0-oAiDxg,394585,324000
아이네를 보고 싶었던 한 팬... | 트위치 클립 일일 하이라이트 | 클립라이트,6qkajRVbZwk,UCBQ_wV4Xw3_woG5uOCTuuaw,108291,72700
나도 핑크 캐릭터 가방!!!!!!!!!!!!!!!!,7bczL-PiN18,UCroM00J2ahCN6k-0-oAiDxg,232189,324000
이세돌 미로 팬미팅 후기 만화 (아이네 반응),DK5cXLAU5RI,UCmHltryGykfakS-JmaxrNBg,278592,94500
도네이션 헛소리 컷,_s0KmjRozos,UCmHltryGykfakS-JmaxrNBg,40594,94500
[MV] 고멤가요제 MASHUP - 아이네 INE,SXE-gIU3yJs,UCroM00J2ahCN6k-0-oAiDxg,5962707,324000
계속 웃어서 목이 너무 아파🤣 - 슈퍼버니맨 with 징버거,ZoDNMnmcQCc,UCroM00J2ahCN6k-0-oAiDxg,176287,324000
이세계 이야기 -대운동회- (아이네 더빙),OunNrbTvaeQ,UCmHltryGykfakS-JmaxrNBg,64115,94500
아이네 포인트 도박의 비밀 만화,lBhYKDGTMJ8,UCroM00J2ahCN6k-0-oAiDxg,444047,324000
반면교사 모음집 - 카톡 극혐 고백 월드컵,_JsLt7zwaEQ,UCroM00J2ahCN6k-0-oAiDxg,250969,324000
20230820 이세돌 합방 와글와글 이세계 홈파티 - 아이네 다시보기,fO7ic3pst3s,UCBF6nBTgFN_xzrLMF9eiRhw,54236,64300
아~ 왕자 보고싶어 - 공주님을 부탁해!,8EBMCGBGtKI,UCroM00J2ahCN6k-0-oAiDxg,142185,324000
20230808 팬게임 공주님을 부탁해! - 아이네 다시보기,qfQ2Q0rqG4w,UCBF6nBTgFN_xzrLMF9eiRhw,39436,64300
흡혈사슴(아님) - 아무위키,6BAOpoHDwrw,UCroM00J2ahCN6k-0-oAiDxg,362030,324000
이세돌 석기시대 만화,mvCEFSe3wX0,UCroM00J2ahCN6k-0-oAiDxg,567190,324000
죽여버리겠다,o1Qsp6oCeEk,UCroM00J2ahCN6k-0-oAiDxg,859486,324000
"아이네, 마법소녀(금전)",IMhycCRYEmg,UCroM00J2ahCN6k-0-oAiDxg,553890,324000
"20230708 연애 노가리, 카톡 고백 월드컵 - 아이네 다시보기",Pdz6zpoYpWk,UCBF6nBTgFN_xzrLMF9eiRhw,55741,64300
아이네식 배그 (숨음) - 왁타버스 배그 대축제,HzUrsAdW9f0,UCroM00J2ahCN6k-0-oAiDxg,186410,324000
그래 내 꼴을 봐..,g8NuAmdaEjU,UCroM00J2ahCN6k-0-oAiDxg,493548,324000
"무슨 버튜버가 노래를 이렇게 잘해..? &quot;아이네&quot; , 9가지❗털어드림❗",QE3rt6DrYHM,UCfrO3ZMC-rOThB-NSxfGjTQ,161605,16100
20230623 멜론 명예의 전당!!! 축제의 노래뱅 - 아이네 다시보기,OTj1zAlBteQ,UCBF6nBTgFN_xzrLMF9eiRhw,162343,64300
"20230815 왁타버스 신곡 감상, 집사카페 맵 점검, 돌쇼츠 맵 탐방, 옛날 오타쿠 노래뱅 - 아이네 다시보기",HLpmo73KfZc,UCBF6nBTgFN_xzrLMF9eiRhw,37533,64300
캬ㅑㅑㅑㅑ!!!!!!! 너무예뻐 빨리봐줘,uTcaomzrHVw,UCroM00J2ahCN6k-0-oAiDxg,192585,324000
마네쟈 고마워!!!!!,sN7ZBqjGtKU,UCroM00J2ahCN6k-0-oAiDxg,291271,324000
뭐든 끼워 넣어 보아요 - 팬게임 신비한동물퍼즐,696Pa3RvUWM,UCroM00J2ahCN6k-0-oAiDxg,137159,324000
배우는중입니다,YajycR3C70o,UCroM00J2ahCN6k-0-oAiDxg,274935,324000
취향 해명하는 만화,FgWYfH9ei_I,UCbzwKeJNjtQB6RlyX44l-0A,109846,41900
평행세계의 이세돌 (아이네 더빙),hss71VFhMHk,UCmHltryGykfakS-JmaxrNBg,260434,94500
아이네 방송 에티켓,E9pUR5VlVFI,UCmHltryGykfakS-JmaxrNBg,68601,94500
"20230818 KIDDING(키딩) 음원 발매, 담력시험 왁굳님 시점으로 다시보기 - 아이네 다시보기",eC43v9wg998,UCBF6nBTgFN_xzrLMF9eiRhw,82501,64300
20230626 잔잔 노가리 짧뱅 - 아이네 다시보기,uKcdVTdiRt0,UCBF6nBTgFN_xzrLMF9eiRhw,20005,64300
아이네 노래🎶,0qfXPIBFyHA,UCroM00J2ahCN6k-0-oAiDxg,929,324000
지구용사 햄가드 만화,nuM96aipA3k,UCroM00J2ahCN6k-0-oAiDxg,528430,324000
잃어버린 햄이네 찾았어요 (아이네 반응),t5xwzI5bL2U,UCmHltryGykfakS-JmaxrNBg,49496,94500
아시겠어요? 아시겠냐구요!!!! (드르렁),Db1Z4F0AcB0,UCroM00J2ahCN6k-0-oAiDxg,482516,324000
부엉이네 도장 (아이네 반응),XCSqPZ5AAHE,UCmHltryGykfakS-JmaxrNBg,24051,94500
아이네 입덕일지 - 요술봉편 (아이네 더빙),87ULCQ-xuBY,UCmHltryGykfakS-JmaxrNBg,126779,94500
파피 플레이타임3 티저 (아이네 반응),39_l-MU1_0I,UCmHltryGykfakS-JmaxrNBg,146248,94500
크라잉넛(Crying nut) 비둘기(Pigeon),ROQuQYljHGI,UCweOkPb1wVVH0Q0Tlj4a5Pw,962073,24600000
‘비둘기야!! 어딜 가니!!🕊️’ 황소윤&amp;최정훈 고음 폭발🎤↗↗🔥｜비둘기 - 황소윤 X 최정훈 [더 시즌즈-최정훈의 밤의공원] | KBS 230728 방송,Ha2kFCvRRNE,UCeLPm9yH_a_QH8n6445G-Ow,69459,8100000
[세로] 황소윤&amp;최정훈 - 비둘기 (원곡: 크라잉넛) [더 시즌즈-최정훈의 밤의공원] | KBS 230728 방송,WIpM68OZRxk,UCeLPm9yH_a_QH8n6445G-Ow,24014,8100000
공원 비둘기 잡아서 기생충이 얼마나 많은지 확인해 보았습니다,r6XU1S5uKzw,UCzQyugvPXLhvWZLes68cZjA,1831820,314000
도심에 비둘기가 왜 많은지 이해 시켜주는 영상,I5TOj34tFW4,UCzQyugvPXLhvWZLes68cZjA,90933,314000
비둘기 새끼 줍 비둘기의 최후는?,g-Az8sUAK5s,UCzQyugvPXLhvWZLes68cZjA,86618,314000
비둘기가 먹방!! 주워온 비둘기 밥상머리 교육,f7MYeskmn98,UCzQyugvPXLhvWZLes68cZjA,32678,314000
비둘기 (비둘기),4fwHhULkLYc,UCRU0hoqPi-bqE7KVqI0REDg,22663,5970
비둘기 가족 여름 피서지 흐르는 물가를 떠나지 않는 비둘기 가족의 피서법 비법이라 할 것 없이 물가를 벗어나 불가마 속에서 생존치 못하는 폭염 경보에 살아남는 비법은 딱 하나,7bSQ8cGvXwk,UCQZf2qQC3d-6O0bRoTrKnnQ,3,76
남고에 들어온 비둘기의 최후,Qp61d64LNGk,UCV8MBtSN81H3xSswezeYBAw,3131448,7150
세상에서 가장 멍충한 비둘기......,DYNUBurdNiQ,UCOoqJiuD_L9Brb35AxnVbSg,1017995,973000
나는 태어난 지 19일 된 비둘기 새끼다 [애니멀봐 나새끼 20호]ㅣI&#39;m A 19 Days Pigeon,Sz9rMPZS1eo,UC22go5LdQEw-iDuxFb4C0hw,140543,4860000
다음 중 비둘기가 아닌 것을 찾으시오 (정답 : 없음) ┃Find Any of the Following that&#39;s not a Pigeon. (Answer: None),MSah7qlUnvE,UC0PsUG07plnP_uQQS9djFVQ,2718712,1460000
크라잉넛 - 비둘기 [올댓뮤직/All that Music] | KBS 201029 방송,eBUScXHiFCw,UCR5cyf8hncN_AaQPfmvmlgA,10205,1150000
서럽게 &#39;구구구&#39; 우는 비둘기…발걸음 멈춘 사람들  / 연합뉴스 (Yonhapnews),Wt9HqFxRsAM,UCj3_t5p4L4aFsvdW3uHjnnw,58876,864000
3년 전에 떠난 아내가 흰 비둘기로 환생했다고?,cLcjeP2ZrZA,UC22go5LdQEw-iDuxFb4C0hw,297978,4860000
이집트 비둘기 먹어보기 【유라시아94】,RJhZCnkAT04,UCNhofiqfw5nl-NeDJkXtPvw,1300281,1890000
Video for cats 11Hours★고양이가 좋아하는 영상(새/비둘기)11시간★고양이예능/놀이/힐링/자연(4K/Bird/Nature/Play/Relaxing)(외출용ver.),-2HokAWoJzM,UCNDxr1l2LAEubKS_qfraU9A,19886,5270
방앗간 비둘기,0qfXPIBFyHA,UC1MO5uem_t8lRgvIBF9u83w,929,592000
99동 999호 비둘기들이 모여사는 아파트ㅋㅋㅋㅣDoves That Moved into an Apartment in a Group,75K4u7CRl8U,UC22go5LdQEw-iDuxFb4C0hw,101286,4860000
도심 비둘기는 왜 발가락 하나가 없을까?,ITsOKirOBSE,UCb-AbqZutk9nTlJLZRcBinw,228091,405000
비둘기는 어떻게 전 세계의 도시를 점령했나? 알고 보면 적응의 진정한 승자,0b5qE3PIua0,UCcYk_KPZZMLv_bcaSAWSSxA,159131,637000
비둘기는 엄청 많은데 왜 사체는 보이지 않을까?,8W5E7XAHapk,UCb-AbqZutk9nTlJLZRcBinw,1391394,405000
[미리보기] 황소윤&amp;최정훈 - 비둘기 #더시즌즈_최정훈의밤의공원 #shortsㅣkbs,KHblh6S6o6U,UCeLPm9yH_a_QH8n6445G-Ow,222357,8100000
비둘기가 멸종위기종이라니...전국에 100마리만 남았습니다,UU1j8Zv92tA,UCsbVGDDMTToaOwbzEK0_6Vg,739966,442000
평화의 상징이던 비둘기는 어쩌다 혐오스러운 닭둘기가 되었을까,DaAARPOMe7s,UC5Znk83wpDdporFLdDWHARQ,87959,784000
비둘기에서 익룡으로 진화하는 크로우,GLQWbnphMcI,UC5pbeFWTPAUdKu65kBROsBg,151235,819000
실제로 존재하는 돌연변이 비둘기 ㄷㄷ,5LXUG902tzg,UCJswSyP8FrKFAukRPbJ950A,2348294,287000
비둘기는 횡단보도 신호도 알아볼까?,qwLyXE3o1EE,UCl7MKZHz017uFK_gFrgD0sw,18150,663000
은혜갚은 비둘기,CviYY_0kBwY,UCzQyugvPXLhvWZLes68cZjA,1199134,314000
요즘 비둘기 특징,umtsGJ4JCjE,UC5ScPjbt-a97AJO7SBj6nAg,429657,560000
[EBS SPACE 공감] 미방송영상 크라잉넛 - 비둘기,G-R5718mLQs,UCmD_hRhMgxsf5e-6cEuxjSg,77396,67400
북한에 비둘기가 없는 이유ㄷㄷ 비둘기의 소름 돋는 비밀 TOP5  [빠퀴2tv],KLaur5t_A3g,UCLh1Ar5Rw5UckEFiH8KqVaA,414606,144000
비둘기를 내쫓는 가장 효과적인 방법은?｜KBS 위기탈출 넘버원 150903 방송,G1k2KgcWWRk,UCAhKKbDO9-ymWZ_7iAFLBQQ,43436,1210000
비둘기는 왜 겁대가리가 없을까?,1PPj5KRNj8g,UCQ6mSjBC3Gtkp5incur-raw,67994,150000
"도심에 사는 비둘기 개체수 약 50만 마리 | ‘평화의 상징’에서 ‘혐오의 대상’으로 전락해버린 비둘기 | 비둘기의 이유있는 변명 [다큐, 시선] | #골라듄다큐",KHnWpwFDt2Y,UCFCtZJTuJhE18k8IXwmXTYQ,10757,3350000
[실화탐사대] 사료값만 한 달에 400만 원! 비둘기떼 먹이 주는 여자 #엠뚜루마뚜루 #엠트루 MBC220707방송,jpmYVNeLpjA,UCiwQRG2sCcfjKkgxMEdJGPg,648449,2030000
"길거리 무법자, 비둘기를 사로잡는 법(576회)",4sDNca4ECIM,UCYZv9v_bwfMGc64gLRe34OA,30209,1730000
우리가 새끼 비둘기를 본 적 없는 이유 #shorts,W0V_fQa9p0Q,UCtJpqaQ0XAmX5uYZ48crOdQ,1818411,456000
비둘기 리뷰,CvcWi51yt-U,UCzQyugvPXLhvWZLes68cZjA,660350,314000
비둘기 지능,1deqvSxCb_A,UCzQyugvPXLhvWZLes68cZjA,1040252,314000
비둘기 Dove,MldpFqikyTA,UCRU0hoqPi-bqE7KVqI0REDg,135146,5970
[실화Pick] 그녀는 왜 비둘기 엄마가 되었나? #실화탐사대 #실화On MBC220707방송,FvrqRt0UbN8,UC0imORt231LWWyyotvE3lUw,215228,646000
꼭 안비키는 비둘기들 있음,oCixpr-9c5I,UC_aa6WtYFS_WnYiIiLR8gLA,190469,927
비둘기에는 세균이 진짜 많을까? 실험맨이 직접 잡아봤습니다. Are pigeons really full of germs?,rYaACHDiQoU,UCAhKKbDO9-ymWZ_7iAFLBQQ,2513261,1210000
비둘기 밥 먹는 속도,re82F3qqDEg,UCzQyugvPXLhvWZLes68cZjA,238092,314000
닭둘기 잡기,FyBINmC3DBQ,UCzQyugvPXLhvWZLes68cZjA,101962,314000
비둘기를 손으로 잡는다고??!!!!!!!!!,Ecc3_BF3Rv0,UCYACixxri8vQLQ6BSriQehw,444895,1120000
비둘기랑 엘리베이터 탄 만화,uQ1wVGWsaK0,UCR1FcgQRu2fO70ZjzgmfzBw,495562,423000
"비둘기의 하루: 똥싸기, 번식, 사람 음식 뺏어먹기(?) - 비둘기 시뮬레이터 - 겜브링(GGAMBRING)",UqeBM5xW1rY,UCSOeJWyByeoBHpmrm0NnlLw,877931,1340000
이세계아이돌 (ISEGYE IDOL) - KIDDING (키딩) Official MV,rDFUl2mHIW4,UCzh4yY8rl38knH33XpNqXbQ,3083141,573000
이세계아이돌 (ISEGYE IDOL) - LOCKDOWN (락다운) Official MV (마법소녀 이세계아이돌 웹툰 OST),QgMFpuos4Rg,UCzh4yY8rl38knH33XpNqXbQ,5371568,573000
이세계아이돌 (ISEGYE IDOL) - 리와인드 (RE:WIND) Official MV,fgSXAKsq-Vo,UCzh4yY8rl38knH33XpNqXbQ,16583280,573000
이세계아이돌 (ISEGYE IDOL) - Another World (어나더 월드) Official MV (차원을넘어 이세계아이돌 웹툰 OST),8KTFf2X-ago,UCzh4yY8rl38knH33XpNqXbQ,1768216,573000
이세계아이돌 NEWS,THxhxKwXEQo,UCzh4yY8rl38knH33XpNqXbQ,387841,573000
[이세계아이돌 KIDDING] 안무실 연습 장면 공개 - Dance practice,QLabzK9TKF8,UCzh4yY8rl38knH33XpNqXbQ,483974,573000
세구 너 하고싶은대로 해!,Rs2sUXtYIfo,UC-S9NE-xzcBpxOFSvsmOzAA,12934,67300
ISEGYEIDOL (이세계 아이돌) LOCKDOWN 락다운 가사( Webtoon OST) Color Coded Lyrics [Han|Rom|Eng]|PinkyPeachy,nZuwHZP2iLQ,UCpRwrJpKdB5ss9IQFf5-vAQ,342581,3230
ISEGYE IDOL (이세계아이돌 ) KIDDING Lyrics (이세계아이돌 키딩 가사)  Color Coded Lyrics [Han|Rom|Eng],HxLtCmV4uws,UCpRwrJpKdB5ss9IQFf5-vAQ,70262,3230
이세계아이돌 고세구가 인기많은 이유,DosxJcLegKI,UCfrO3ZMC-rOThB-NSxfGjTQ,164104,16100
이세계아이돌 - KIDDING (키딩) 최초공개 이모팬 찐반응 및 리뷰 | 이세돌3집,m52ajPGde7I,UCYk95JQsXbgk5Vto4MvRh2g,70942,10200
이세계아이돌 업적 모음 50가지,nnPDwnkSbHA,UCH5FFlQQyA6-TDsnjd7amHw,133872,86
이세돌 키딩 작곡가들 음악감상회,68dCRCx12Xw,UCUYJ2ZTHq1GKOoam-r_SL1w,175776,11500
네..? 2D 아이돌이요? 작곡가의 관점에서 본 이세계아이돌 (ISEGYE IDOL) - LOCKDOWN 리뷰! [미친감성] 미디 작곡 보컬 Kpop 케이팝,T0Ft0zpNBVM,UC6nxfRgvAEcUPxQxsvF6lzw,194681,122000
이세계아이돌 - &#39;KIDDING&#39; (Dance performance video in 이세계 홈파티),7NZ3Xd9R-y8,UC8dEJs2kpS5x2vI1X7aaUhA,55334,73200
이세계아이돌 - KIDDING / Concept Trailer,sGRkce9TLQk,UCzh4yY8rl38knH33XpNqXbQ,357272,573000
[비챤 반응] 우왁굳 - KIDDING (키딩) (이세돌 3집) [왁컬로이드 COVER],f6tvtw-bxcs,UC13e8aTlwobltQ1Bw-8Hs6A,33056,2050
"무슨 버튜버가 노래를 이렇게 잘해..? &quot;아이네&quot; , 9가지❗털어드림❗",QE3rt6DrYHM,UCfrO3ZMC-rOThB-NSxfGjTQ,161605,16100
LOCKDOWN 이세계아이돌 같이보기 반응,WBXiO_Or4Do,UCzh4yY8rl38knH33XpNqXbQ,465496,573000
LOVE DIVE 이세계아이돌 COVER - [IVE(아이브) - 러브다이브] (isegye idol),Brf3LWwNVTk,UCzh4yY8rl38knH33XpNqXbQ,4204868,573000
3집 KIDDING(키딩) 유출했었습니다...,y-fDwU6qYL4,UCSSPlgcyDA5eoN3hrkXpvHg,124967,63900
이세계아이돌 티케팅 체험 #Shorts  #이세계아이돌 #징버거,O8hniVYMqXo,UCHE7GBQVtdh-c1m3tjFdevQ,46046,309000
[MV] GIRL&#39;S DAY(걸스데이) - Darling(달링)｜Cover by 주르르,7sFIjj5BW3M,UCTifMx1ONpElK5x6B4ng8eg,715315,258000
"이세계아이돌 LOCKDOWN 댄스 퍼포먼스 🎵🔥 (아이네, 징버거, 주르르)",vUifbRzKueI,UCzh4yY8rl38knH33XpNqXbQ,405275,573000
왁타버스 WAKTAVERSE,0qfXPIBFyHA,UCzh4yY8rl38knH33XpNqXbQ,929,573000
